dr_id,question_1,question_2,label,question_1_length,question_2_length,processed_question_1,processed_question_2
4,Can anyone heal from solar maculopathy?,What are the treatment options for solar maculopathy?,1,39,53,anyone heal solar maculopathy,treatment option solar maculopathy
4,Can gabapentin work for headaches caused by trimethoprim. I have started taking 100mg gabapentin daily for 4 days and trimethoprim 200mg twice a day.,Can antibiotics like Trimethoprim and Gabapentin taken together cause any major side effects?I am taking the Gabapentin for headaches.,0,149,134,gabapentin work headache cause trimethoprim start take 100 mg gabapentin daily 4 day trimethoprim 200 mg twice day,antibiotic like trimethoprim gabapentin take together cause major side effect take gabapentin headache
4,Can gabapentin work for headaches caused by trimethoprim. I have started taking 100mg gabapentin daily for 4 days and trimethoprim 200mg twice a day.,I was diagnosed with a urine infection for which I was given Trimethoprim 200 mg to be taken twie daily. I have developed headaches because of the medication. Would it be safe to take Gabapentin?,1,149,195,gabapentin work headache cause trimethoprim start take 100 mg gabapentin daily 4 day trimethoprim 200 mg twice day,diagnose urine infection give trimethoprim 200 mg take twie daily develop headache medication would safe take gabapentin
4,Can having a milk allergy cause circles to form under the eyes?,"I have circles under the eyes. The only thing that I have started doing lately is drinking milk, can this be causing an allergy?",1,63,128,milk allergy cause circle form eye,circle eye thing start lately drink milk cause allergy
4,Can having a milk allergy cause circles to form under the eyes?,What are some symptoms of milk allergy?,0,63,39,milk allergy cause circle form eye,symptom milk allergy
4,Can weightlifting lower your immune system? Started yesterday for the 1st time in 7 months and the next day got a cold sore on lip,I got a cold sore yesterday after working out at the gym. Have you heard of something like this before?,1,130,103,weightlifting low immune system start yesterday 1st time 7 month next day get cold sore lip,get cold sore yesterday working gym hear something like
4,Can weightlifting lower your immune system? Started yesterday for the 1st time in 7 months and the next day got a cold sore on lip,What can lower my immune system causing cold sores?,0,130,51,weightlifting low immune system start yesterday 1st time 7 month next day get cold sore lip,low immune system cause cold sore
4,Can you give me suggestions on good abdominal workout?,Do abdominal workouts strain the lower back?,0,54,44,give suggestion good abdominal workout,abdominal workout strain low back
4,Can you give me suggestions on good abdominal workout?,"I have a lot of fat on my tummy, so I was wondering what  abdominal exercises targeting the tummy would be helpful. ",1,54,116,give suggestion good abdominal workout,lot fat tummy wonder abdominal exercise target tummy would helpful
4,Can you use emla (lidocaine and prilocaine) cream during the tattoo process?,Do tattoo artists provide a local anesthetic cream like emla?,1,76,61,use emla lidocaine prilocaine cream tattoo process,tattoo artist provide local anesthetic cream like emla
4,Can you use emla (lidocaine and prilocaine) cream during the tattoo process?,What are some ways to prevent pain during tattooing other than using a local anesthetic cream?,0,76,94,use emla lidocaine prilocaine cream tattoo process,way prevent pain tattooing use local anesthetic cream
4,Could you   get bird flu from a bird flying into your house?,Can I drink alcohol after recovering from bird flu?,0,60,51,could get bird flu bird fly house,drink alcohol recover bird flu
4,Could you   get bird flu from a bird flying into your house?,How exactly does one contract bird flu?,1,60,39,could get bird flu bird fly house,exactly one contract bird flu
4,"Daily meth use for about 6-7 months. Best way to gain back weight, muscle and fat?",Does using meth for a long term lead to weight loss in terms of muscle and fat?,0,82,79,daily meth use month good way gain back weight muscle fat,use meth long term lead weight loss term muscle fat
4,"Daily meth use for about 6-7 months. Best way to gain back weight, muscle and fat?",I have lost a lot of weight because of using meth for about a year. Is there anything else I can do apart from eating healthy to put on some weight?,1,82,148,daily meth use month good way gain back weight muscle fat,lose lot weight use meth year anything else apart eat healthy put weight
4,"Dizziness and light headed, what can cause this?",I have not been sleeping well for the past few days and it is annoying. Can this be causing dizziness and lightheadedness.,1,48,122,dizziness light headed cause,sleep well past day annoying cause dizziness lightheadedness
4,"Dizziness and light headed, what can cause this?",My doctor prescribed medication for high blood pressure which is causing lightheadedness and dizziness. Should I ask for a change in medication?,0,48,144,dizziness light headed cause,doctor prescribe medication high blood pressure cause lightheadedness dizziness ask change medication
